"","MAE","RMSE"
"1",14.1321665664958,17.7690729201043
"2",14.2729293020014,18.0022719358067
"3",13.8851294389992,17.8178927788893
"4",13.4862252865671,17.2089084871567
"5",14.092836791828,18.0458843741377
"6",13.7547173769042,17.436564421503
"7",13.3159646696447,17.2681065364692
"8",13.4247521631159,17.3373982706026
