"","ncomp","RMSE","Rsquared","MAE","Qsquared","RMSESD","RsquaredSD","MAESD","QsquaredSD","variables","model"
"1",2,18.1297964087295,0.619893292557656,14.4264528374324,0.596965938539237,1.14905906400186,0.0267735221170668,1.02269114003906,0.0404338515981193,"All","vi"
"2",2,18.0640051520387,0.621448556316688,14.3282672974832,0.59990827078714,1.14413573279925,0.0279318856640833,1.06237068505174,0.0400183467205901,"exg,tc_green,tc_bright,msavi,savi,evi,bsi,osavi,ndvi,swirRatio,ndmi,satvi","vi"
"3",2,17.9212490873713,0.624704820117224,14.1554180352512,0.606127201787162,1.24746731975068,0.0294556984646813,1.14008738548909,0.0438479727390892,"tc_green,tc_bright,msavi,savi,evi,bsi,osavi,ndvi,swirRatio,ndmi,satvi","vi"
"4",2,17.9272830125875,0.624059168915462,14.1550641197341,0.60586619133571,1.23894709374148,0.028901160533122,1.12869909701587,0.0435901631379675,"tc_bright,msavi,savi,evi,bsi,osavi,ndvi,swirRatio,ndmi,satvi","vi"
"5",2,18.3757701032065,0.609218984735591,14.7534466757104,0.585925081387186,1.16790633129389,0.0287194980987426,0.951335387010184,0.042377266445566,"msavi,savi,evi,bsi,osavi,ndvi,swirRatio,ndmi,satvi","vi"
"6",2,18.3007669320898,0.611714945691662,14.6673105122792,0.589239694330481,1.21630297927258,0.0309351885367633,0.990010427998728,0.0443528381124157,"savi,evi,bsi,osavi,ndvi,swirRatio,ndmi,satvi","vi"
"7",2,18.1963221310125,0.615168230543433,14.5483963479455,0.593835558862221,1.27675211983304,0.0338354377853701,1.06605930924438,0.0468085378924834,"evi,bsi,osavi,ndvi,swirRatio,ndmi,satvi","vi"
"8",2,18.1045928996298,0.617442840361768,14.4501266614469,0.597783863835142,1.39442081762594,0.0386736550823415,1.19950449886632,0.0515915485222881,"bsi,osavi,ndvi,swirRatio,ndmi,satvi","vi"
"9",2,18.1275835298423,0.61817033228811,14.2426865697758,0.596748613359712,1.36853341622893,0.0363868104473367,0.98774659046573,0.0499477367745764,"All","vi_log"
"10",2,18.1339320129423,0.616688209480419,14.1873559079585,0.596394932093945,1.38955085660536,0.0372053610495573,1.06021589475412,0.0513274119372863,"exg,tc_green,tc_bright,msavi,bsi,savi,evi,osavi,ndvi,ndmi,swirRatio,satvi","vi_log"
"11",2,18.0967424100202,0.616749042052041,14.1766246382413,0.598009685579534,1.47278369291768,0.0370174574589586,1.05816449869073,0.0542005071917626,"tc_green,tc_bright,msavi,bsi,savi,evi,osavi,ndvi,ndmi,swirRatio,satvi","vi_log"
"12",2,18.1045050171936,0.615842744555362,14.1691724695094,0.597651342237943,1.48521089414598,0.0367145799902717,1.04301115310906,0.0548032208306374,"tc_bright,msavi,bsi,savi,evi,osavi,ndvi,ndmi,swirRatio,satvi","vi_log"
"13",2,18.4483174131467,0.603907784969771,14.5998426660195,0.582263387763441,1.47927863428223,0.0362342237143113,1.07415858494681,0.0557434144697152,"msavi,bsi,savi,evi,osavi,ndvi,ndmi,swirRatio,satvi","vi_log"
"14",2,18.3843483872365,0.605996446041653,14.5322877749481,0.585064330748298,1.51913957391053,0.0378893893158867,1.08115691859628,0.0575555366113789,"bsi,savi,evi,osavi,ndvi,ndmi,swirRatio,satvi","vi_log"
"15",2,18.2199260608818,0.608854053621875,14.3449602831732,0.592521101994705,1.46339070871523,0.0402253492279151,1.11172059026371,0.0545964948518716,"savi,evi,osavi,ndvi,ndmi,swirRatio,satvi","vi_log"
"16",2,18.1999578893429,0.609492371524989,14.3247793464818,0.593339356605825,1.49437722295872,0.0411795530835527,1.14521088771826,0.0560715763850801,"evi,osavi,ndvi,ndmi,swirRatio,satvi","vi_log"
"17",2,18.3806031360781,0.609388209492757,14.5605021192815,0.585343458568427,1.39039040378112,0.0348448263843551,1.09419974534113,0.0518680828675319,"All","bands"
"18",2,18.3758764209415,0.609381690098438,14.5538345754564,0.58556657605331,1.39253769510751,0.0351355483056109,1.08747314712116,0.0518473212548883,"exg,msavi,nir,swir1,tc_wet,swir2,savi,tc_bright,evi,osavi,blue,ndvi,red,green,bsi,swirRatio,ndmi,satvi","bands"
"19",2,18.2383848208787,0.613298788761641,14.3994250393718,0.591942698475007,1.32854721496946,0.0321425088454305,1.08106776678383,0.0478884350544508,"msavi,nir,swir1,tc_wet,swir2,savi,tc_bright,evi,osavi,blue,ndvi,red,green,bsi,swirRatio,ndmi,satvi","bands"
"20",2,18.2124599397812,0.61399225232098,14.3708759017144,0.593088372089635,1.35354141677449,0.0330742700186605,1.12559793689686,0.0488005865247658,"nir,swir1,tc_wet,swir2,savi,tc_bright,evi,osavi,blue,ndvi,red,green,bsi,swirRatio,ndmi,satvi","bands"
"21",2,18.2092352859901,0.614202497869976,14.3805229894455,0.593226949837584,1.3570965259185,0.0329571822978696,1.12144472517907,0.0489261275982599,"swir1,tc_wet,swir2,savi,tc_bright,evi,osavi,blue,ndvi,red,green,bsi,swirRatio,ndmi,satvi","bands"
"22",2,18.1893363698725,0.614722820833044,14.348222755221,0.594193427806873,1.32681795696265,0.0321039236686058,1.15605788015259,0.0472339913573902,"tc_wet,swir2,savi,tc_bright,evi,osavi,blue,ndvi,red,green,bsi,swirRatio,ndmi,satvi","bands"
"23",2,18.1456962500551,0.61645659704093,14.2898133690409,0.596218706696836,1.29440656455091,0.0317491670396736,1.21592836451365,0.0453884355345906,"swir2,savi,tc_bright,evi,osavi,blue,ndvi,red,green,bsi,swirRatio,ndmi,satvi","bands"
